"PROVINCIA_ESTABLECIMIENTO","CANTO_ESTABLECIMIENTO","PARROQUIA_UBICACION","CLASE_ESTABLECIMIENTO","TIPO_ESTABLECIMIENTO","ENTIDAD","SECTOR","MEDICINA","CIRUGIA","GINECOLOGIA_OBSTETRICIA","PEDIATRIA","CARDIOLOGIA","NEUMOLOGIA","PSIQUIATRIA","TRAUMATOLOGIA","INFECTOLOGIA","OFTALMOLOGIA_OTORRINO","UROLOGIA","GASTROENTEROLOGIA","OTROS_SERVICIOS","SERVICIOS_INDIFERENCIADOS","CAMAS_EMERGENCIA","CAMAS_CUIDADOS_INTENSIVOS","CAMAS_DISPONIBLES_MEDICINA","CAMAS_DISPONIBLES_CIRUGIA","CAMAS_DISPONIBLES_GINECOLOGIA","CAMAS_DISPONIBLE_PEDIATRIA","CAMAS_DISPONIBLES_CARDIOLOGIA","CAMAS_DISPONIBLES_NEUMOLOGIA","CAMAS_DISPONIBLE_PSIQUIATRIA","CAMAS_DISPONIBLE_TRAUMOLOGIA","CAMAS_DISPONIBLES_INFECTOLOGIA","CAMAS_DISPONIBLES_OFTALMOLOGIA","CAMAS_DISPONIBLES_UROLOGIA","CAMAS_DISPONIBLES_GASTROENTEROLOGIA","CAMAS_DISPONIBLES_OTROS_SERVICIOS","CAMAS_DISPONIBLES_SERVICIOS_INDIFERENCIADOS","CAMAS_DISPONIBLES_EMERGENCIA","CAMAS_DISPONIBLES_CUIDADOS_INTENSIVOS","TOTAL_CAMAS_DONACION_NORMAL","TOTAL_CAMAS_DISPONIBLES","NUMERO_FALLECIDOS_MENOR_48H","NUMERO_FALLECIDOS_EN_48H_Y_MAS","DIAS_DE_ESTADA","DIAS_CAMAS_DISPONIBLES","NUMERO_DE_EGRESOS"
"Cotopaxi","Pujili","50450","1","5","1","1","5","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","5","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","1","3461","5475","1290"
"Cotopaxi","Salcedo","50550","1","5","1","1","4","3","5","3","0","0","0","0","0","0","0","0","0","0","0","0","4","3","5","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","3","2820","5475","1174"
"Cotopaxi","Pangua","50350","1","5","1","1","8","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","8","0","4","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","1","0","1888","5475","578"
"Cotopaxi","Pujili","50458","1","5","1","1","16","0","6","10","0","0","0","0","8","0","0","0","0","0","0","0","16","0","6","10","0","0","0","0","8","0","0","0","0","0"," "," ","40","40","3","2","5321","14600","1744"
"Cotopaxi","Latacunga","50150","2","1","6","1","16","13","14","14","5","0","2","13","0","1","2","4","9","0","11","0","16","13","14","14","5","0","2","13","0","1","2","4","9","0"," "," ","93","93","13","28","22409","34034","6113"
"Cotopaxi","Latacunga","50150","1","5","3","1","0","0","0","7","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","9"," "," ","16","16","0","0","389","5840","214"
"Chimborazo","Alausi","60250","1","5","1","1","22","24","10","14","0","0","0","0","0","0","0","0","0","0","0","0","20","8","10","7","0","0","0","0","0","0","0","0","0","0"," "," ","70","45","3","2","6713","16425","1833"
"Chimborazo","Chunchi","60550","1","5","1","1","6","2","3","4","0","0","0","0","0","0","0","0","0","0","0","0","6","2","3","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","3","6","3739","5475","1342"
"Chimborazo","Colta","60350","1","5","1","1","10","5","6","4","0","0","0","0","0","0","0","0","0","0","0","0","10","5","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","25","25","2","4","3141","9125","983"
"Chimborazo","Guamote","60650","1","5","1","1","6","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","6","0","5","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","1","1","2810","5475","1009"
"Chimborazo","Riobamba","60150","2","1","1","1","50","52","72","40","0","0","0","0","0","0","0","0","6","0","0","0","48","49","66","35","0","0","0","0","0","0","0","0","6","0"," "," ","220","204","74","185","51482","74460","12572"
"Chimborazo","Riobamba","60150","5","1","1","1","22","5","0","3","0","0","0","0","6","0","0","0","0","0","0","0","22","5","0","3","0","0","0","0","6","0","0","0","0","0"," "," ","36","36","1","4","6882","13140","1698"
"Chimborazo","Riobamba","60151","2","1","6","1","23","23","16","11","0","0","2","13","0","2","9","1","34","0","0","0","23","23","16","11","0","0","2","13","0","2","9","1","34","0"," "," ","134","134","81","168","38181","48910","10761"
"Chimborazo","Riobamba","60150","8","2","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","28"," "," ","28","28","0","2","832","10220","247"
"Chimborazo","Riobamba","60151","2","1","3","1","15","4","6","5","0","0","0","5","0","0","0","0","0","0","3","0","15","4","6","5","0","0","0","5","0","0","0","0","0","0"," "," ","35","35","0","2","2305","12775","816"
"El Oro","Machala","70150","2","1","1","1","52","30","47","57","0","0","0","20","0","0","0","0","8","0","0","6","31","15","45","50","0","0","0","15","0","0","0","0","9","0"," "," ","214","165","35","145","48201","60225","9992"
"El Oro","El Guabo","70650","1","5","1","1","8","4","11","10","0","0","0","0","0","0","0","0","0","0","0","0","8","4","11","10","0","0","0","0","0","0","0","0","0","0"," "," ","33","33","5","14","7442","12045","2245"
"El Oro","Pasaje","70950","1","5","1","1","14","14","21","10","0","0","0","0","0","0","0","0","6","0","0","0","14","14","21","10","0","0","0","0","0","0","0","0","6","0"," "," ","65","65","10","48","16882","23725","4580"
"El Oro","Santa Rosa","71250","4","1","1","1","0","0","38","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","20","0","0","0","0","0","0","0","0","0","0"," "," ","58","58","9","19","12060","21170","3188"
"El Oro","Santa Rosa","71250","1","5","1","1","26","14","0","10","0","0","0","0","0","0","0","0","0","0","0","0","26","14","0","10","0","0","0","0","0","0","0","0","0","0"," "," ","50","50","37","34","7165","18250","1793"
"El Oro","Arenillas","70250","1","5","1","1","6","2","7","3","0","0","0","0","0","0","0","0","0","0","0","0","6","2","7","3","0","0","0","0","0","0","0","0","0","0"," "," ","18","18","6","2","3565","6570","1380"
"El Oro","Huaquillas","70750","1","5","1","1","9","10","12","9","0","0","0","0","0","0","0","0","0","0","0","0","9","10","12","9","0","0","0","0","0","0","0","0","0","0"," "," ","40","40","6","5","7303","14600","2573"
"El Oro","Pinas","71050","1","5","1","1","6","4","6","3","0","0","0","0","0","0","0","0","0","0","0","0","6","4","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","19","19","2","4","3308","6935","1306"
"El Oro","Zaruma","71350","1","5","1","1","8","8","6","3","0","0","0","0","0","0","0","0","0","0","3","0","8","8","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","25","25","10","13","4496","9125","1584"
"El Oro","Machala","70150","1","5","6","1","0","8","11","20","3","0","0","4","0","3","3","3","15","0","0","0","0","8","11","20","3","0","0","4","0","3","3","3","15","0"," "," ","70","70","62","115","37167","25620","12484"
"El Oro","Machala","70150","8","2","15","3","0","10","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","10","0"," "," ","20","20","10","26","2877","7320","853"
"Esmeraldas","Esmeraldas","80150","2","1","1","1","18","28","30","30","0","0","0","0","0","0","0","0","19","0","32","5","16","16","30","16","0","0","0","0","0","0","0","0","18","0"," "," ","125","96","41","116","30381","35040","7888"
"Esmeraldas","Esmeraldas","80150","1","5","1","1","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0"," "," ","19","19","0","0","261","6935","143"
"Esmeraldas","Atacames","80650","1","5","1","1","5","5","5","4","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","4","0","0","0","0","0","0","0","0","0","0"," "," ","19","19","1","1","4483","6935","2021"
"Esmeraldas","Quininde","80450","1","5","1","1","5","5","10","2","0","0","0","0","0","0","0","0","0","0","0","0","5","5","10","2","0","0","0","0","0","0","0","0","0","0"," "," ","22","22","5","1","8944","8030","3787"
"Esmeraldas","San Lorenzo","80550","1","5","1","1","13","12","15","28","0","0","0","0","0","0","0","0","0","0","8","0","12","12","16","20","0","0","0","0","0","0","0","0","0","0"," "," ","68","60","3","9","6989","21900","2222"
"Esmeraldas","Eloy Alfaro","80253","1","5","1","1","5","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","5","0","0","0","0","0","0","0","0","0","0"," "," ","20","17","0","1","4036","6205","1206"
"Esmeraldas","Eloy Alfaro","80250","1","5","1","1","10","1","4","5","0","0","0","0","0","0","0","0","0","0","0","0","10","1","4","5","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","1","0","2120","7300","795"
"Esmeraldas","Muisne","80350","1","5","1","1","7","3","6","4","0","0","0","0","0","0","0","0","0","0","0","0","7","3","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","0","0","2521","7300","839"
"Esmeraldas","Esmeraldas","80150","2","1","6","1","12","6","4","7","3","0","0","4","0","0","2","4","11","0","16","0","12","6","4","7","3","0","0","4","0","0","2","4","11","0"," "," ","53","53","10","56","15327","19398","3635"
"Guayas","Guayaquil","90150","12","3","18","2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13"," "," ","13","13","0","0","155","4758","86"
"Guayas","Guayaquil","90101","5","1","1","1","78","62","0","0","13","12","0","24","21","16","13","25","88","0","48","8","77","60","0","0","13","12","0","24","21","16","10","25","66","0"," "," ","352","324","15","161","102636","118260","15394"
"Guayas","Guayaquil","90104","11","1","1","1","91","83","6","0","12","0","0","12","0","0","12","12","0","0","54","30","91","83","6","0","12","0","0","12","0","0","12","12","0","0"," "," ","228","228","37","834","106997","83220","8684"
"Guayas","Guayaquil","90112","9","2","1","1","0","14","0","0","0","160","0","0","0","0","0","0","6","0","12","0","0","10","0","0","0","138","0","0","0","0","0","0","6","0"," "," ","180","154","48","230","29286","56210","1748"
"Guayas","Guayaquil","90112","3","1","1","1","21","7","0","0","0","0","0","0","42","0","0","0","0","0","4","12","21","7","0","0","0","0","0","0","42","0","0","0","0","0"," "," ","70","70","27","170","15087","25550","1406"
"Guayas","Guayaquil","90114","4","1","1","1","0","0","57","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","27","0","0","0","0","0","0","0","0","0","0"," "," ","84","84","28","40","32752","30660","14051"
"Guayas","Guayaquil","90104","4","1","1","1","0","0","49","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","15","0"," "," ","64","64","23","42","27977","23360","13832"
"Guayas","Guayaquil","90158","1","5","1","1","6","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","6","0","5","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","0","625","5475","315"
"Guayas","Balzar","90450","1","5","1","1","4","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","15","14","5289","5475","2220"
"Guayas","Daule","90650","1","5","1","1","4","2","6","3","0","0","0","0","0","0","0","0","0","0","3","0","4","2","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","7","14","5160","5475","2458"
"Guayas","El Empalme","90850","1","5","1","1","8","6","10","6","0","0","0","0","0","0","0","0","0","0","5","0","8","6","7","9","0","0","0","0","0","0","0","0","0","0"," "," ","30","30","3","9","5924","10950","2121"
"Guayas","El Triunfo","90950","1","5","1","1","4","6","7","3","0","0","0","0","0","0","0","0","0","0","4","0","4","6","7","3","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","0","11","2568","7300","858"
"Guayas","Milagro","91050","2","1","1","1","24","10","30","13","0","0","0","0","2","0","0","0","0","0","0","0","24","10","30","13","0","0","0","0","2","0","0","0","0","0"," "," ","79","79","18","65","18487","28835","6763"
"Guayas","Naranjal","91150","1","5","1","1","3","2","6","4","0","0","0","0","0","0","0","0","0","0","0","0","3","2","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","2","4","3152","5475","1408"
"Guayas","Naranjito","91250","1","5","1","1","4","3","5","3","0","0","0","0","0","0","0","0","0","0","0","0","4","3","5","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","5","6","2871","5475","1447"
"Guayas","Playas","92150","1","5","1","1","4","2","6","4","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","16","16","14","2","2839","5840","1461"
"Guayas","Salitre","91950","1","5","1","1","8","2","6","4","0","0","0","0","0","0","0","0","0","0","0","0","8","2","6","4","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","2","0","3451","7300","1266"
"Guayas","San Jacinto de Yaguachi","92050","1","5","1","1","3","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","6","3","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","2","0","2549","5475","1216"
"Guayas","Guayaquil","90150","2","1","6","1","16","39","31","44","37","14","13","47","10","16","28","30","164","0","105","23","12","42","32","34","31","14","12","42","9","16","16","28","139","0"," "," ","489","427","244","1469","166976","156350","33372"
"Guayas","Duran","90750","1","5","6","1","7","13","6","5","0","0","0","0","0","0","0","0","0","0","7","0","7","13","6","5","0","0","0","0","0","0","0","0","0","0"," "," ","31","31","4","6","9743","11346","2787"
"Guayas","Milagro","91050","1","5","6","1","27","15","16","28","5","3","1","8","0","3","4","8","9","0","0","5","27","15","16","28","5","3","1","8","0","3","4","8","9","0"," "," ","127","127","20","110","37998","46482","9899"
"Guayas","Guayaquil","90150","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","58","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","58"," "," ","58","58","12","20","5568","21228","1091"
"Guayas","Guayaquil","90150","2","1","3","1","10","8","5","12","0","0","0","3","0","0","0","0","0","0","13","5","8","8","5","10","0","0","0","3","0","0","0","0","0","0"," "," ","38","34","12","29","10400","16882","2699"
"Guayas","Guayaquil","90150","2","1","2","1","43","44","10","2","0","0","0","15","6","0","0","0","10","0","11","8","43","44","10","2","0","0","0","15","6","0","0","0","10","0"," "," ","130","130","15","75","27619","47580","4753"
"Guayas","Guayaquil","90150","5","1","13","3","0","0","0","280","0","0","0","0","0","0","0","0","0","0","25","125","0","0","0","280","0","0","0","0","0","0","0","0","0","0"," "," ","280","280","74","440","132443","175323","19509"
"Guayas","Guayaquil","90150","2","1","13","3","163","146","6","0","48","0","0","60","0","6","23","0","135","0","0","0","163","146","6","0","48","0","0","60","0","6","23","0","135","0"," "," ","587","587","175","876","141623","174625","13289"
"Guayas","Guayaquil","90150","2","1","17","3","141","15","0","0","0","0","0","0","0","0","0","0","0","0","0","9","137","14","0","0","0","0","0","0","0","0","0","0","0","0"," "," ","156","151","8","49","28022","60622","5866"
"Guayas","Guayaquil","90150","8","2","15","3","43","50","0","38","0","0","0","0","0","0","0","0","19","15","0","0","26","39","0","35","0","0","0","0","0","0","0","0","12","14"," "," ","165","126","38","158","27429","46373","4879"
"Guayas","Guayaquil","90112","2","1","1","1","40","20","12","42","0","0","0","4","0","0","0","0","4","0","8","10","40","20","12","42","0","0","0","4","0","0","0","0","4","0"," "," ","122","122","30","216","43424","44530","9303"
"Imbabura","Ibarra","100150","2","1","1","1","39","32","41","24","0","0","0","0","0","0","0","0","0","0","0","0","39","32","41","24","0","0","0","0","0","0","0","0","0","0"," "," ","136","136","33","116","42944","49640","11121"
"Imbabura","Antonio Ante","100250","1","5","1","1","4","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","0","1","2163","5475","692"
"Imbabura","Cotacachi","100350","1","5","1","1","4","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","0","0","0","0","0","0","0","0","0","0"," "," ","16","16","3","2","3284","5840","933"
"Imbabura","Otavalo","100450","1","5","1","1","21","19","20","23","0","0","0","0","0","0","0","0","0","0","0","0","21","19","20","23","0","0","0","0","0","0","0","0","0","0"," "," ","83","83","7","12","15860","30295","4866"
"Imbabura","Ibarra","100150","2","1","6","1","9","22","18","25","5","0","3","18","0","2","8","2","34","0","33","10","9","22","18","25","5","0","3","18","0","2","8","2","34","0"," "," ","146","146","9","61","33762","53436","7570"
"Loja","Calvas","110250","1","5","1","1","6","2","10","2","0","0","0","0","0","0","0","0","0","0","0","0","6","2","10","2","0","0","0","0","0","0","0","0","0","0"," "," ","20","20","1","1","2436","7300","1101"
"Loja","Espindola","110650","1","5","1","1","5","3","3","4","0","0","0","0","0","0","0","0","0","0","0","0","5","3","3","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","3","2","2370","5475","848"
"Loja","Macara","110850","1","5","1","1","8","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","6","4","6","2","0","0","0","0","0","0","0","0","0","0"," "," ","20","18","3","4","2196","6570","902"
"Loja","Paltas","110950","1","5","1","1","8","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","6","0","0","0","0","0","0","0","0","0","0"," "," ","30","30","6","3","6039","10950","2061"
"Loja","Puyango","111050","1","5","1","1","6","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","6","0","7","2","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","2","1","2477","5475","1029"
"Loja","Loja","110161","1","5","1","1","6","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","5","3","3","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","2","0","2169","5475","852"
"Loja","Saraguro","111150","1","5","1","1","6","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","3","1","2015","5475","728"
"Loja","Loja","110150","2","1","1","1","55","50","51","50","0","0","0","0","0","0","0","0","18","12","20","7","55","50","51","50","0","0","0","0","0","0","0","0","18","12"," "," ","236","236","35","147","44532","86140","9375"
"Loja","Loja","110150","2","1","6","1","16","19","16","23","5","5","3","17","10","4","5","5","1","0","0","0","21","28","16","23","3","0","0","10","10","5","4","8","1","0"," "," ","129","129","48","136","38746","47105","8787"
"Loja","Loja","110150","8","2","15","3","5","15","0","0","0","0","0","0","0","0","0","0","57","0","0","0","5","17","0","0","0","0","0","0","0","0","0","0","40","0"," "," ","77","62","3","9","7273","22702","1632"
"Los Rios","Babahoyo","120150","2","1","1","1","32","24","30","20","0","0","0","0","0","0","0","0","0","0","0","0","32","24","30","20","0","0","0","0","0","0","0","0","0","0"," "," ","106","106","6","35","24758","38690","7197"
"Los Rios","Quevedo","120550","1","5","1","1","19","14","25","13","0","0","0","0","0","0","0","0","15","0","17","0","19","14","25","13","0","0","0","0","0","0","0","0","0","15"," "," ","86","86","76","152","29840","31390","9339"
"Los Rios","Vinces","120850","1","5","1","1","16","4","22","9","0","0","0","0","0","0","0","0","0","0","0","0","16","4","22","9","0","0","0","0","0","0","0","0","0","0"," "," ","51","51","6","7","6808","18615","2330"
"Los Rios","Urdaneta","120651","1","5","1","1","6","2","8","9","0","0","0","0","0","0","0","0","0","0","0","0","6","2","8","9","0","0","0","0","0","0","0","0","0","0"," "," ","25","25","11","15","5601","9125","2101"
"Los Rios","Ventanas","120750","1","5","1","1","3","3","6","3","0","0","0","0","0","0","0","0","0","0","6","0","3","3","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","27","9","4960","5475","2334"
"Los Rios","Baba","120250","1","5","1","1","6","3","7","6","0","0","0","0","0","0","0","0","0","0","0","0","6","3","7","6","0","0","0","0","0","0","0","0","0","0"," "," ","22","22","1","1","4119","8030","1735"
"Los Rios","Babahoyo","120150","2","1","6","1","27","39","30","19","0","0","0","0","0","0","2","4","0","0","24","9","27","39","30","19","0","0","0","0","0","0","2","4","0","0"," "," ","121","121","23","124","41857","44286","6301"
"Manabi","Jipijapa","130650","1","5","1","1","12","12","15","11","0","0","0","0","0","0","0","0","0","0","0","0","12","12","15","11","0","0","0","0","0","0","0","0","0","0"," "," ","50","50","1","5","13228","18250","3865"
"Manabi","Bolivar","130250","1","5","1","1","13","3","11","13","0","0","0","0","0","0","0","0","0","0","0","0","13","3","11","13","0","0","0","0","0","0","0","0","0","0"," "," ","40","40","15","8","9152","14600","3785"
"Manabi","Rocafuerte","131250","1","5","1","1","4","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","4","3","4","4","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","3","0","2592","5475","1114"
"Manabi","Pajan","131050","1","5","1","1","3","3","6","3","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","4","2","2522","5475","1101"
"Manabi","Flavio Alfaro","130550","1","5","1","1","13","5","7","7","0","0","0","0","0","0","0","0","0","0","4","0","13","5","7","7","0","0","0","0","0","0","0","0","0","0"," "," ","32","32","0","0","3639","11680","1350"
"Manabi","Chone","130350","2","1","1","1","35","25","36","40","0","0","0","0","0","0","0","0","0","0","0","0","22","17","20","22","0","0","0","0","0","0","0","0","0","0"," "," ","136","81","38","51","18003","29565","5604"
"Manabi","Sucre","131450","2","1","1","1","34","26","34","26","0","0","0","0","0","0","0","0","0","0","13","0","23","20","19","19","0","0","0","0","0","0","0","0","0","0"," "," ","120","81","7","15","17245","29565","4957"
"Manabi","Manta","130850","2","1","1","1","60","60","50","50","0","0","0","0","0","0","0","0","0","0","24","8","40","52","37","35","0","0","0","0","0","0","0","0","0","0"," "," ","220","164","43","112","53227","59860","11948"
"Manabi","Portoviejo","130150","2","1","1","1","65","67","28","35","0","0","0","0","0","0","0","0","0","0","2","6","65","67","28","35","0","0","0","0","0","0","0","0","0","0"," "," ","195","195","135","305","66847","71175","13202"
"Manabi","El Carmen","130450","1","5","1","1","4","1","7","3","0","0","0","0","0","0","0","0","0","0","12","0","4","1","7","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","1","0","4953","5475","2042"
"Manabi","Manta","130850","1","5","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65"," "," ","112","65","18","49","17507","21830","6054"
"Manabi","Portoviejo","130150","2","1","6","1","36","13","6","20","8","8","1","6","1","2","2","6","0","0","16","9","36","13","6","20","8","8","1","6","1","2","2","6","0","0"," "," ","109","109","17","137","49460","46119","8647"
"Morana Santiago","Morona","140150","2","1","1","1","16","17","20","17","0","0","0","0","0","0","0","0","0","0","0","0","15","20","17","17","0","0","0","0","0","0","0","0","0","0"," "," ","70","69","24","26","18372","25185","4888"
"Morana Santiago","Gualaquiza","140250","1","5","1","1","8","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","8","2","4","4","0","0","0","0","0","0","0","0","0","0"," "," ","18","18","9","8","8784","6570","2665"
"Morana Santiago","Limon Indanza","140350","1","5","1","1","8","3","6","8","0","0","0","0","0","0","0","0","0","0","1","0","8","3","7","5","0","0","0","0","0","0","0","0","0","0"," "," ","25","23","4","3","4575","8395","1625"
"Morana Santiago","Santiago","140550","1","5","1","1","6","2","5","6","0","0","0","0","0","0","0","0","0","0","6","0","6","2","5","6","0","0","0","0","0","0","0","0","0","0"," "," ","19","19","4","2","4845","6935","1891"
"Morana Santiago","Sucua","140650","1","5","1","1","16","8","14","12","0","0","0","0","0","0","0","0","0","0","0","0","16","8","14","12","0","0","0","0","0","0","0","0","0","0"," "," ","50","50","8","17","11498","18250","3113"
"Morana Santiago","Taisha","140950","1","5","1","1","3","0","3","4","0","0","0","0","0","0","0","0","0","0","13","0","3","0","3","4","0","0","0","0","0","0","0","0","0","0"," "," ","10","10","0","0","2285","3650","680"
"Morana Santiago","Morona","140150","1","5","6","1","0","4","4","5","0","0","0","2","0","0","2","0","5","0","0","0","0","4","4","5","0","0","0","2","0","0","2","0","5","0"," "," ","22","22","5","1","3327","8030","1053"
"Napo","Tena","150150","2","1","1","1","21","22","22","19","0","0","0","0","0","0","0","0","12","0","0","0","21","22","22","19","0","0","0","0","0","0","0","0","12","0"," "," ","96","96","4","21","19396","35040","6041"
"Napo","Quijos","150750","1","5","1","1","11","7","10","3","0","0","0","0","0","0","0","0","0","0","0","0","11","7","10","3","0","0","0","0","0","0","0","0","0","0"," "," ","31","31","0","4","1811","11315","604"
"Napo","Archidona","150350","1","5","18","2","16","6","7","8","0","0","0","8","2","0","0","0","0","0","0","0","16","6","7","8","0","0","0","8","2","0","0","0","0","0"," "," ","47","47","0","4","2953","17155","809"
"Napo","El Chaco","150450","1","5","18","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0","0","0","2","926","0","293"
"Pastaza","Pastaza","160150","2","1","1","1","22","18","36","26","0","0","0","10","0","0","0","0","0","0","17","3","21","17","34","25","0","0","0","10","0","0","0","0","0","0"," "," ","112","107","17","33","23603","39055","6564"
"Pastaza","Pastaza","160150","1","5","6","1","6","5","6","2","0","0","0","5","0","0","0","0","0","0","0","0","6","5","6","2","0","0","0","5","0","0","0","0","0","0"," "," ","24","24","5","7","6337","8760","1985"
"Pastaza","Pastaza","160150","1","5","3","1","10","4","4","6","0","0","0","6","0","0","0","0","0","0","0","0","10","4","4","6","0","0","0","6","0","0","0","0","0","0"," "," ","30","30","0","0","893","10950","332"
"Pichincha","Quito","170101","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","99"," "," ","99","99","14","56","22432","36234","4463"
"Pichincha","Quito","170113","4","1","1","1","0","0","194","55","0","0","0","0","0","0","0","0","0","0","4","14","0","0","164","55","0","0","0","0","0","0","0","0","0","0"," "," ","249","219","27","52","67792","79935","10739"
"Pichincha","Quito","170113","11","1","1","1","37","137","11","0","16","26","0","53","0","21","18","18","79","0","0","0","33","131","11","0","16","20","0","49","0","21","17","17","77","0"," "," ","416","392","33","272","107346","143080","13590"
"Pichincha","Quito","170123","5","1","1","1","71","30","0","21","0","0","0","30","25","0","0","0","90","0","28","13","64","29","0","15","0","0","0","30","18","0","0","0","83","0"," "," ","267","239","16","165","80873","87235","8914"
"Pichincha","Quito","170107","2","1","1","1","52","50","76","71","0","0","0","36","12","2","10","0","20","0","0","0","43","51","70","68","0","0","0","36","12","2","10","0","20","0"," "," ","329","312","32","196","78933","113880","12378"
"Pichincha","Quito","170106","2","1","1","1","60","60","40","17","0","11","0","37","7","0","0","0","22","0","56","4","54","54","33","17","0","11","0","37","8","0","0","0","17","0"," "," ","254","231","32","137","68557","84315","10401"
"Pichincha","Quito","170106","10","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0"," "," ","46","46","42","123","12569","16790","1139"
"Pichincha","Cayambe","170202","1","5","1","1","4","5","9","7","0","0","0","0","0","0","0","0","0","0","0","0","4","5","9","7","0","0","0","0","0","0","0","0","0","0"," "," ","25","25","2","2","7138","9125","2392"
"Pichincha","Quito","170185","1","5","1","1","6","8","12","6","0","0","0","0","0","0","0","0","0","0","0","0","6","8","12","6","0","0","0","0","0","0","0","0","0","0"," "," ","32","32","2","5","7139","11680","3038"
"Pichincha","Ruminahui","170550","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17"," "," ","20","17","0","2","4830","6205","2177"
"Pichincha","Mejia","170350","1","5","1","1","1","4","7","3","0","0","0","0","0","0","0","0","0","0","0","0","1","4","7","3","0","0","0","0","0","0","0","0","0","0"," "," ","15","15","1","4","4939","5475","1964"
